,zipcode,D1. AGE.Total population,D1. AGE.Under 5 years,D1. AGE.5 to 9 years,D1. AGE.10 to 14 years,D1. AGE.15 to 19 years,D1. AGE.20 to 24 years,D1. AGE.25 to 34 years,D1. AGE.35 to 44 years,D1. AGE.45 to 54 years,D1. AGE.55 to 59 years,D1. AGE.60 to 64 years,D1. AGE.65 to 74 years,D1. AGE.75 to 84 years,D1. AGE.85 years and over,D1. AGE.Median age in years,D1. AGE.5 years and over,D1. AGE.15 years and over,D1. AGE.Under 18 years of age,D1. AGE.18 years and over,D1. AGE.21 years and over,D1. AGE.25 years and over,D1. AGE.62 years and over,D1. AGE.65 years and over,D2. AGE AND SEX.Total population,D2. AGE AND SEX.Male,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D2. AGE AND SEX.Female,D2. AGE AND SEX.18 years old and over,D2. AGE AND SEX.65 years old and over,D3. RACE.Total population,D3. RACE.One race,D3. RACE.White alone,D3. RACE.Black or African American,D3. RACE.American Indian and Alaska Native,D3. RACE.Asian,D3. RACE.Native Hawaiian and Other Pacific Islander,D3. RACE.Some other race,D3. RACE.Two or more races,D3. RACE.White (alone or in combination),D3. RACE.Black (alone or in combination),D3. RACE.American Indian (alone or in combination),D3. RACE.Asian (alone or in combination),D3. RACE.Native Hawaiian (alone or in combination),D3. RACE.Some other race (alone or in combination),D4. HISPANIC OR LATINO (ANY RACE).Total population,D4. HISPANIC OR LATINO (ANY RACE).Hispanic or Latino of any race,D4. HISPANIC OR LATINO (ANY RACE).Not Hispanic or Latino,D4. HISPANIC OR LATINO (ANY RACE).White alone,D4. HISPANIC OR LATINO (ANY RACE).Black or African American alone,D4. HISPANIC OR LATINO (ANY RACE).American Indian and Alaska Native alone,D4. HISPANIC OR LATINO (ANY RACE).Asian alone,D4. HISPANIC OR LATINO (ANY RACE).Native Hawaiian and Other Pacific Islander alone
0,11230,"89,075","8,307","6,423","6,544","5,655","6,056","12,963","9,953","9,875","4,851","4,708","7,213","4,074","2,453",33.8,-,"67,801","24,950","64,125","60,994","56,090","16,557","13,740","89,075","42,716","30,183","5,944","46,359","33,942","7,796","89,075","86,908","62,333","6,328",393,"12,631",-,"5,223","2,167","63,972","6,909",727,"14,099",43,"5,662","89,075","9,119","79,956","58,782","6,138",387,"12,547",-
0,11231,"37,845","3,228","2,398","1,902","1,622","1,497","7,520","6,912","4,949","2,140","1,652","2,420","1,240",365,35.9,-,"30,317","8,626","29,219","28,465","27,198","4,949","4,025","37,845","17,577","13,274","1,631","20,268","15,945","2,394","37,845","35,579","24,939","5,262",237,"2,135",268,"2,738","2,266","26,825","6,013",428,"3,408",273,"3,213","37,845","7,047","30,798","21,942","4,606",30,"2,012",268
0,11232,"27,602","1,756","2,008","1,328","1,286","1,790","6,363","4,675","3,876","1,225","1,083","1,364",663,185,33.8,-,"22,510","5,902","21,700","20,952","19,434","2,828","2,212","27,602","14,304","11,538",970,"13,298","10,162","1,242","27,602","26,248","11,391","1,772",288,"5,278",-,"7,519","1,354","12,594","2,467",598,"5,670",46,"7,828","27,602","13,974","13,628","6,141","1,372",91,"5,268",-
0,11233,"76,819","6,202","5,589","4,476","4,457","6,274","13,793","9,647","10,236","3,879","3,800","4,841","2,717",908,33.0,-,"60,552","19,186","57,633","55,036","49,821","10,609","8,466","76,819","35,096","25,485","3,237","41,723","32,148","5,229","76,819","75,017","6,731","60,526",113,"1,320",-,"6,327","1,802","7,764","61,749",572,"1,775",118,"6,772","76,819","12,276","64,543","5,320","56,546",61,"1,258",-
0,11234,"95,666","5,677","5,879","6,380","5,739","5,331","12,448","11,899","12,441","7,030","6,739","9,380","4,610","2,113",40.3,-,"77,730","21,692","73,974","70,764","66,660","20,207","16,103","95,666","45,456","34,097","6,987","50,210","39,877","9,116","95,666","93,956","39,753","43,831",152,"6,411",11,"3,798","1,710","41,118","44,625",371,"7,141",65,"4,146","95,666","10,023","85,643","35,900","41,699",118,"6,351",11
0,11235,"78,128","4,521","3,587","4,083","3,185","3,310","10,497","9,761","10,201","5,295","5,325","8,981","5,993","3,389",45.1,-,"65,937","14,235","63,893","62,157","59,442","21,837","18,363","78,128","37,432","29,698","7,498","40,696","34,195","10,865","78,128","76,095","58,754","2,011",189,"11,285",-,"3,856","2,033","60,607","2,303",358,"12,948",41,"4,020","78,128","6,491","71,637","56,160","1,812",184,"11,260",-
0,11236,"100,331","6,574","5,472","6,425","6,405","7,363","14,252","12,799","13,465","7,202","6,768","8,564","3,512","1,530",37.9,-,"81,860","22,442","77,889","73,951","68,092","17,308","13,606","100,331","43,752","32,788","4,984","56,579","45,101","8,622","100,331","98,909","5,879","86,679",158,"2,720",15,"3,458","1,422","6,527","87,662",396,"3,474",22,"3,785","100,331","7,166","93,165","4,333","84,496",85,"2,679",-
0,11237,"49,310","2,838","2,782","3,187","2,549","5,265","13,520","7,397","5,007","1,944","1,505","2,021",948,347,30.3,-,"40,503","10,324","38,986","37,415","32,689","4,092","3,316","49,310","25,382","20,021","1,379","23,928","18,965","1,937","49,310","47,733","20,736","6,670",388,"3,636",23,"16,280","1,577","21,777","7,451",533,"4,214",117,"16,863","49,310","31,052","18,258","9,791","3,718",151,"3,557",4
0,11238,"54,540","3,294","2,042","2,064","1,488","2,682","14,658","9,632","6,351","2,824","2,861","4,005","1,691",948,35.8,-,"47,140","8,508","46,032","45,381","42,970","8,358","6,644","54,540","25,481","21,110","2,540","29,059","24,922","4,104","54,540","51,722","25,308","20,521",46,"3,364",19,"2,464","2,818","27,630","22,012",400,"4,529",138,"2,890","54,540","5,947","48,593","23,185","19,319",39,"3,319",10
0,11239,"13,244",648,"1,025",658,438,857,"1,424","1,325","1,558",698,775,"1,889","1,290",659,46.8,-,"10,913","2,644","10,600","10,098","9,618","4,267","3,838","13,244","5,406","3,926","1,364","7,838","6,674","2,474","13,244","13,062","4,057","7,991",137,300,-,577,182,"4,137","8,166",146,326,-,651,"13,244","2,507","10,737","2,487","7,778",115,284,-
0,11354,"55,200","2,766","2,300","2,173","2,049","2,935","8,320","6,659","8,642","4,665","3,497","5,465","3,606","2,123",45.5,-,"47,961","8,533","46,667","45,379","42,977","13,050","11,194","55,200","25,033","20,467","4,561","30,167","26,200","6,633","55,200","53,882","11,472","1,775",115,"34,682",7,"5,831","1,318","12,401","2,134",216,"35,535",86,"6,244","55,200","8,803","46,397","9,060","1,670",54,"34,571",7
0,11355,"80,853","4,605","3,763","3,237","3,064","4,488","12,123","11,278","13,098","5,611","5,342","7,571","4,641","2,032",42.8,-,"69,248","13,531","67,322","65,343","61,696","17,265","14,244","80,853","38,656","31,530","6,199","42,197","35,792","8,045","80,853","79,023","10,683","2,748",613,"58,759",78,"6,142","1,830","11,725","3,413",940,"59,575",211,"6,941","80,853","11,943","68,910","6,043","2,306",455,"58,718",70
0,11356,"23,362","1,849","1,204","1,449","1,263","1,407","3,709","3,119","3,436","1,409","1,481","1,588","1,130",318,37.1,-,"18,860","5,325","18,037","17,282","16,190","3,845","3,036","23,362","11,624","8,722","1,300","11,738","9,315","1,736","23,362","22,304","8,389",419,71,"6,857",49,"6,519","1,058","9,221",496,171,"7,376",112,"7,044","23,362","9,417","13,945","6,189",355,-,"6,771",49
0,11357,"39,902","2,409","1,785","2,459","1,863","1,897","4,412","4,719","5,920","2,749","3,048","4,520","2,805","1,316",45.5,-,"33,249","7,821","32,081","31,052","29,489","10,285","8,641","39,902","18,957","15,168","3,769","20,945","16,913","4,872","39,902","38,904","27,972",259,75,"8,826",14,"1,758",998,"28,897",508,120,"9,358",81,"1,959","39,902","6,240","33,662","23,849",187,41,"8,770",14
0,11358,"37,190","1,956","1,493","1,906","1,763","1,852","5,221","5,025","5,778","2,795","2,267","4,008","2,369",757,43.9,-,"31,835","6,507","30,683","29,744","28,220","8,486","7,134","37,190","18,368","14,935","3,244","18,822","15,748","3,890","37,190","36,299","15,507",352,153,"17,515",-,"2,772",891,"16,247",585,288,"18,044",-,"3,020","37,190","6,261","30,929","12,476",184,121,"17,473",-
0,11360,"19,621","1,268",772,911,654,645,"1,858","2,852","2,547","1,428","1,396","2,411","1,808","1,071",48.5,-,"16,670","3,349","16,272","15,945","15,371","6,222","5,290","19,621","9,073","7,395","2,184","10,548","8,877","3,106","19,621","19,300","12,199",196,25,"6,402",-,478,321,"12,469",313,45,"6,557",10,568,"19,621","1,918","17,703","10,832",149,25,"6,357",-
0,11361,"27,246","1,210","1,124","1,474","1,364","1,498","3,945","3,665","3,969","1,902","1,846","2,919","1,460",870,43.3,-,"23,438","4,724","22,522","21,867","20,576","6,360","5,249","27,246","13,337","10,758","2,332","13,909","11,764","2,917","27,246","26,772","13,252","1,036",-,"11,138",-,"1,346",474,"13,545","1,248",137,"11,349",-,"1,485","27,246","3,510","23,736","11,384",982,-,"11,051",-
0,11362,"18,721",962,"1,024",635,769,797,"1,846","2,439","2,551","1,541","1,322","2,471","1,278","1,086",49.4,-,"16,100","3,054","15,667","15,235","14,534","5,593","4,835","18,721","8,786","7,193","2,209","9,935","8,474","2,626","18,721","18,184","9,308",176,-,"8,098",-,602,537,"9,814",405,234,"8,188",-,627,"18,721","1,659","17,062","8,289",150,-,"8,098",-
0,11363,"6,952",339,399,439,219,275,706,939,"1,057",681,399,797,481,221,47.8,-,"5,775","1,316","5,636","5,520","5,281","1,723","1,499","6,952","3,341","2,608",608,"3,611","3,028",891,"6,952","6,813","4,124",124,-,"2,264",-,301,139,"4,263",146,22,"2,381",-,301,"6,952",914,"6,038","3,531",112,-,"2,264",-
0,11364,"36,806","1,980","1,794","2,037","2,102","1,567","4,321","4,706","5,793","3,028","2,781","4,016","1,791",890,44.8,-,"30,995","7,247","29,559","28,308","27,326","7,932","6,697","36,806","18,053","14,124","3,086","18,753","15,435","3,611","36,806","36,186","14,708",962,315,"19,176",9,"1,016",620,"15,189","1,194",329,"19,717",43,"1,072","36,806","3,526","33,280","12,523",770,315,"19,103",-
0,11365,"44,983","3,300","2,059","2,637","2,380","2,576","6,400","5,705","6,566","3,555","3,137","3,530","2,121","1,017",40.8,-,"36,987","9,186","35,797","34,098","32,031","8,380","6,668","44,983","21,359","16,992","3,068","23,624","18,805","3,600","44,983","43,113","15,033","3,815",159,"20,176",21,"3,909","1,870","16,738","4,254",310,"20,789",32,"4,799","44,983","8,866","36,117","11,388","3,347",104,"20,070",21
0,11366,"14,650",891,629,919,825,"1,237","1,859","1,671","1,987","1,018","1,113","1,423",732,346,40.6,-,"12,211","3,017","11,633","11,233","10,149","3,112","2,501","14,650","6,977","5,483","1,139","7,673","6,150","1,362","14,650","14,269","6,295",768,-,"6,676",-,530,381,"6,656",829,-,"6,987",12,547,"14,650","1,298","13,352","5,707",713,-,"6,615",-
0,11367,"41,824","3,368","2,950","2,336","2,464","2,868","6,172","4,896","4,205","2,679","3,209","4,033","1,810",834,36.4,-,"33,170","10,007","31,817","29,967","27,838","8,450","6,677","41,824","20,114","15,022","3,037","21,710","16,795","3,640","41,824","40,143","23,407","3,526",88,"10,891",-,"2,231","1,681","24,863","3,930",294,"11,704",55,"2,706","41,824","7,466","34,358","19,408","3,075",69,"10,655",-
0,11368,"112,425","10,131","8,373","7,821","6,385","7,834","20,989","18,072","13,344","5,042","4,715","5,709","2,767","1,243",32.4,-,"86,100","30,446","81,979","78,087","71,881","12,294","9,719","112,425","58,465","43,182","4,038","53,960","38,797","5,681","112,425","110,033","42,338","11,805",737,"13,463",13,"41,677","2,392","43,928","12,777","1,040","13,865",264,"43,012","112,425","84,868","27,557","4,409","9,291",209,"12,613",-
0,11369,"34,118","2,445","1,715","1,946","1,862","2,413","5,064","4,625","4,824","2,266","1,711","2,824","1,675",748,38.3,-,"28,012","7,297","26,821","25,656","23,737","6,104","5,247","34,118","16,785","13,116","2,160","17,333","13,705","3,087","34,118","32,918","9,834","5,546",84,"4,207",-,"13,247","1,200","10,760","6,112",242,"4,488",127,"13,722","34,118","21,701","12,417","2,747","5,063",51,"4,196",-
0,11370,"32,514","1,591","1,035","1,329","2,195","2,844","5,912","5,045","5,008","1,997","1,492","2,162","1,273",631,37.5,-,"28,559","5,124","27,390","25,807","23,520","4,869","4,066","32,514","19,284","16,471","1,691","13,230","10,919","2,375","32,514","31,841","13,704","4,869",348,"7,149",-,"5,771",673,"14,259","5,064",365,"7,565",7,"6,031","32,514","12,153","20,361","8,236","4,484",25,"7,138",-
0,11372,"61,844","3,423","2,983","3,220","2,272","2,746","9,819","11,455","9,113","3,818","3,355","5,857","2,652","1,131",40.5,-,"52,218","11,192","50,652","49,409","47,200","11,713","9,640","61,844","30,769","24,763","3,550","31,075","25,889","6,090","61,844","59,583","35,443","1,973",246,"12,695",141,"9,085","2,261","37,225","2,435",912,"13,426",263,"10,009","61,844","35,600","26,244","11,022","1,465",40,"12,490",86
0,11373,"93,967","5,618","5,164","4,804","4,710","5,807","16,702","13,909","12,718","5,906","5,892","7,349","3,984","1,404",38.2,-,"78,381","18,568","75,399","72,628","67,864","15,948","12,737","93,967","47,038","37,647","5,313","46,929","37,752","7,424","93,967","91,897","20,359","2,003",826,"45,690",11,"23,008","2,070","21,823","2,472","1,324","46,611",237,"23,677","93,967","38,896","55,071","6,148","1,646",435,"45,348",11
0,11374,"42,653","2,338","1,827","1,340","1,286","2,016","7,240","5,766","5,033","3,884","2,927","4,985","2,688","1,323",43.8,-,"37,148","6,375","36,278","35,467","33,846","10,683","8,996","42,653","19,585","16,464","3,649","23,068","19,814","5,347","42,653","40,551","22,481","1,881",47,"13,698",-,"2,444","2,102","24,382","2,345",683,"14,674",49,"2,692","42,653","6,947","35,706","18,568","1,657",-,"13,580",-
0,11375,"73,488","5,169","4,242","2,984","2,063","2,141","10,963","11,478","9,441","5,313","4,896","7,718","4,757","2,323",42.7,-,"61,093","13,666","59,822","58,739","56,889","17,413","14,798","73,488","33,695","26,864","5,924","39,793","32,958","8,874","73,488","70,050","44,651","2,008",203,"20,607",-,"2,581","3,438","47,397","3,444",454,"22,627",237,"3,119","73,488","11,570","61,918","36,724","1,825",82,"20,530",-
0,11377,"86,421","4,236","4,155","4,138","3,535","4,713","13,846","16,519","12,022","5,785","4,367","7,570","4,280","1,255",40.0,-,"73,892","14,788","71,633","69,341","65,644","15,567","13,105","86,421","44,369","36,759","5,595","42,052","34,874","7,510","86,421","83,735","42,254","2,299",327,"32,108",-,"6,747","2,686","44,308","2,812","1,073","33,373",188,"7,559","86,421","32,900","53,521","18,107","1,624",205,"31,843",-
0,11378,"37,279","2,653","2,230","2,215","2,259","2,095","5,560","5,548","5,193","2,596","2,230","2,543","1,303",854,37.7,-,"30,181","8,711","28,568","27,498","25,827","5,940","4,700","37,279","18,168","13,662","1,935","19,111","14,906","2,765","37,279","36,054","26,836",635,84,"3,850",32,"4,617","1,225","27,978","1,047",351,"4,029",61,"5,153","37,279","12,007","25,272","20,160",531,49,"3,832",-
0,11379,"37,851","1,924","2,272","2,251","1,608","1,794","4,753","5,426","5,979","2,845","2,341","3,334","2,409",915,42.7,-,"31,404","7,470","30,381","29,374","28,002","8,045","6,658","37,851","17,886","14,189","2,776","19,965","16,192","3,882","37,851","36,672","29,559",367,72,"4,166",-,"2,508","1,179","30,586",730,202,"4,591",22,"2,958","37,851","7,621","30,230","25,050",324,-,"4,152",-
0,11385,"106,717","6,955","6,601","6,421","5,950","7,307","19,130","16,018","14,527","6,804","5,900","5,990","3,543","1,571",35.4,-,"86,740","23,733","82,984","79,442","73,483","14,555","11,104","106,717","53,086","41,069","4,525","53,631","41,915","6,579","106,717","104,422","87,155","2,415",263,"7,123",-,"7,466","2,295","89,140","3,222",416,"7,983",47,"8,268","106,717","47,246","59,471","49,227","1,710",36,"7,101",-
0,11411,"20,759",938,854,"1,253","1,013","1,491","2,524","2,560","3,071","1,834","1,242","2,181","1,319",479,44.2,-,"17,714","3,738","17,021","16,514","15,210","4,600","3,979","20,759","9,582","7,636","1,499","11,177","9,385","2,480","20,759","20,482",699,"19,233",18,58,-,474,277,766,"19,475",68,126,-,613,"20,759","1,369","19,390",207,"18,790",18,58,-
0,11412,"37,458","2,189","1,891","2,206","2,365","2,837","4,912","4,375","5,717","3,197","2,263","3,171","1,682",653,40.5,-,"31,172","7,713","29,745","28,287","25,970","6,602","5,506","37,458","17,167","13,430","1,998","20,291","16,315","3,508","37,458","36,596",661,"33,702",271,891,23,"1,048",862,"1,011","34,470",579,"1,042",61,"1,272","37,458","1,909","35,549",286,"33,065",265,867,23
0,11413,"42,443","2,324","2,581","2,529","2,924","2,660","5,682","5,259","6,248","2,648","2,670","3,827","2,302",789,39.8,-,"35,009","9,209","33,234","31,496","29,425","8,305","6,918","42,443","19,773","15,006","2,813","22,670","18,228","4,105","42,443","41,707",987,"39,084",105,480,51,"1,000",736,"1,264","39,730",282,662,57,"1,205","42,443","2,080","40,363",632,"38,209",69,480,51
0,11414,"29,219","1,613","1,053","2,081","1,503","1,362","3,006","3,980","3,915","2,155","2,131","3,138","2,045","1,237",45.0,-,"24,472","5,856","23,363","22,645","21,607","7,942","6,420","29,219","13,929","10,651","2,759","15,290","12,712","3,661","29,219","27,460","22,761",556,-,"1,518",-,"2,625","1,759","23,857","1,289",225,"2,207",-,"3,804","29,219","6,513","22,706","19,824",518,-,"1,475",-
0,11415,"19,372","1,228","1,059","1,005",808,"1,095","3,168","2,906","2,667","1,200","1,149","1,860",786,441,38.9,-,"16,080","3,864","15,508","15,150","14,177","3,741","3,087","19,372","9,253","7,140","1,215","10,119","8,368","1,872","19,372","18,602","11,415","1,039",92,"3,671",19,"2,366",770,"11,983","1,364",231,"4,056",38,"2,511","19,372","4,833","14,539","9,010",967,66,"3,671",19
0,11416,"27,125","1,840","1,642","1,769","1,970","2,000","3,998","3,667","4,137","1,870","1,452","1,654",833,293,35.6,-,"21,874","6,475","20,650","19,362","17,904","3,696","2,780","27,125","13,398","10,106","1,184","13,727","10,544","1,596","27,125","25,438","7,440","1,705",12,"9,033",5,"7,243","1,687","8,346","2,252",177,"9,732",18,"8,401","27,125","12,243","14,882","3,448","1,294",1,"8,979",5
0,11417,"31,927","1,893","1,740","2,080","2,122","2,494","4,384","4,135","5,002","2,354","1,746","2,577",959,441,38.3,-,"26,214","7,077","24,850","23,292","21,598","4,819","3,977","31,927","15,311","12,006","1,654","16,616","12,844","2,323","31,927","30,233","11,426","2,362",75,"9,273",5,"7,092","1,694","12,317","3,159",304,"10,013",85,"7,840","31,927","12,302","19,625","6,244","1,844",-,"9,131",5
0,11418,"38,517","2,795","2,477","2,252","2,554","2,852","6,252","4,810","5,472","2,290","2,406","2,548","1,203",606,35.1,-,"30,993","9,058","29,459","27,867","25,587","5,740","4,357","38,517","19,354","14,594","1,821","19,163","14,865","2,536","38,517","36,047","15,641","2,829",215,"9,217",-,"8,145","2,470","17,119","3,674",552,"10,213",212,"9,303","38,517","17,603","20,914","6,312","2,460",136,"9,217",-
0,11419,"49,618","3,090","2,519","2,803","2,864","4,311","7,927","6,231","7,569","3,594","3,003","3,515","1,737",455,37.0,-,"41,206","10,021","39,597","37,379","34,031","7,402","5,707","49,618","24,983","19,517","2,547","24,635","20,080","3,160","49,618","46,650","4,991","8,140",478,"16,169",19,"16,853","2,968","5,582","9,465",794,"17,502",641,"18,746","49,618","9,358","40,260","2,136","7,812",388,"15,990",19
0,11420,"48,489","2,433","2,417","2,858","3,079","3,651","7,462","6,048","7,353","4,199","3,298","3,192","1,891",608,39.2,-,"40,781","9,604","38,885","36,956","34,051","7,287","5,691","48,489","23,765","18,802","2,479","24,724","20,083","3,212","48,489","45,307","7,399","11,883",449,"15,052",76,"10,448","3,182","8,342","13,606",916,"16,693",471,"12,035","48,489","11,660","36,829","2,367","11,167",405,"15,013",76
0,11421,"41,002","2,580","2,321","2,456","2,445","3,117","6,031","5,913","5,627","3,178","2,155","3,308","1,307",564,37.8,-,"33,645","8,887","32,115","30,682","28,083","6,261","5,179","41,002","20,497","15,771","2,365","20,505","16,344","2,814","41,002","38,236","18,122","1,921",251,"8,029",-,"9,913","2,766","19,911","2,863",390,"8,631",46,"12,100","41,002","24,042","16,960","6,898","1,210",68,"7,932",-
0,11422,"32,082","1,948","1,643","1,708","1,959","2,269","4,874","4,116","4,825","2,445","2,137","2,487","1,291",380,38.4,-,"26,783","6,415","25,667","24,292","22,555","5,390","4,158","32,082","14,880","11,511","1,755","17,202","14,156","2,403","32,082","31,456","1,759","27,335",305,662,-,"1,395",626,"2,076","27,832",349,903,109,"1,562","32,082","3,070","29,012","1,053","26,471",110,638,-
0,11423,"31,400","1,693","1,593","1,575","1,691","2,060","4,671","4,046","4,529","2,478","2,296","2,835","1,256",677,40.8,-,"26,539","5,907","25,493","24,432","22,788","6,211","4,768","31,400","15,291","12,374","2,027","16,109","13,119","2,741","31,400","30,206","4,070","12,198",218,"8,960",-,"4,760","1,194","4,273","13,012",403,"9,538",9,"5,439","31,400","4,455","26,945","2,807","12,083",200,"8,950",-
0,11426,"20,801","1,613","1,285","1,067",880,"1,387","3,265","2,435","2,776","1,565","1,325","2,256",560,387,38.6,-,"16,836","4,427","16,374","15,740","14,569","4,100","3,203","20,801","10,388","8,019","1,353","10,413","8,355","1,850","20,801","20,157","8,083","1,379",98,"9,202",-,"1,395",644,"8,391","1,573",144,"9,654",11,"1,714","20,801","3,938","16,863","5,834","1,278",11,"9,179",-
0,11427,"24,037","2,007","1,182","1,050","1,223","1,255","3,018","3,174","3,477","1,859","1,899","2,147","1,109",637,42.0,-,"19,798","4,963","19,074","18,291","17,320","4,774","3,893","24,037","11,886","9,296","1,682","12,151","9,778","2,211","24,037","22,589","7,047","4,979",279,"7,535",-,"2,749","1,448","7,467","5,310",534,"8,605",139,"3,568","24,037","4,676","19,361","4,762","4,737",121,"7,481",-
0,11428,"18,929",934,"1,035","1,030","1,165","1,171","2,688","2,306","3,138","1,351","1,241","2,023",654,193,40.8,-,"15,930","3,784","15,145","14,415","13,594","3,455","2,870","18,929","9,208","7,329","1,257","9,721","7,816","1,613","18,929","16,742","4,295","3,982",43,"4,877",87,"3,458","2,187","4,913","4,770",280,"6,161",292,"4,833","18,929","4,795","14,134","2,095","3,834",28,"4,805",20
0,11429,"27,403","1,343","1,380","1,533","1,741","2,242","3,955","3,374","4,086","1,876","1,910","2,307","1,221",435,39.0,-,"23,147","5,356","22,047","20,950","19,164","4,882","3,963","27,403","12,851","10,211","1,635","14,552","11,836","2,328","27,403","26,781",964,"20,884",209,"1,122",59,"3,543",622,"1,055","21,302",365,"1,439",64,"3,850","27,403","3,405","23,998",434,"20,276",194,"1,122",59
0,11432,"62,053","4,156","3,148","3,488","5,338","4,948","8,948","7,838","7,624","4,160","3,728","4,698","2,862","1,117",36.0,-,"51,261","12,909","49,144","44,892","40,975","11,037","8,677","62,053","29,294","22,768","3,758","32,759","26,376","4,919","62,053","59,060","11,857","9,931",381,"25,816",108,"10,967","2,993","13,599","11,039","1,077","27,383",269,"11,986","62,053","15,162","46,891","8,027","9,134",257,"25,619",22
0,11433,"36,489","2,254","2,030","2,723","2,717","2,825","5,687","4,372","4,914","2,351","2,147","2,711","1,177",581,35.0,-,"29,482","8,793","27,696","26,030","23,940","5,557","4,469","36,489","16,723","12,495","1,707","19,766","15,201","2,762","36,489","35,333","1,432","23,459",6,"3,195",9,"7,232","1,156","1,797","24,254",200,"3,429",157,"7,845","36,489","6,893","29,596",600,"22,628",6,"3,195",9
0,11434,"65,791","4,342","3,591","4,650","4,091","4,605","9,438","7,941","9,221","4,442","3,492","5,448","2,918","1,612",37.9,-,"53,208","15,263","50,528","48,054","44,512","11,962","9,978","65,791","29,219","21,080","3,391","36,572","29,448","6,587","65,791","64,487","1,927","57,595",22,"1,615",-,"3,328","1,304","2,503","58,341",331,"2,087",101,"3,865","65,791","4,955","60,836","1,024","55,870",-,"1,615",-
0,11435,"59,296","3,924","3,735","3,079","2,832","3,548","11,737","8,213","8,001","3,768","3,398","4,197","2,054",810,35.8,-,"48,558","12,469","46,827","45,259","42,178","8,806","7,061","59,296","29,447","22,751","2,837","29,849","24,076","4,224","59,296","56,666","10,038","14,016",135,"14,423",22,"18,032","2,630","11,442","14,940",601,"15,504",368,"19,320","59,296","18,428","40,868","6,737","13,287",55,"14,393",7
0,11436,"20,077","1,182","1,263","1,277","1,149","1,471","3,099","2,819","3,153","1,418","1,133","1,284",526,303,36.9,-,"16,355","4,499","15,578","14,934","13,735","2,666","2,113","20,077","9,918","7,543",864,"10,159","8,035","1,249","20,077","19,177","1,132","12,389",133,"2,116",-,"3,407",900,"1,354","12,945",332,"2,513",127,"3,851","20,077","2,969","17,108",308,"11,991",87,"2,084",-
0,11691,"67,094","6,877","6,294","4,748","4,326","4,628","9,521","6,953","7,854","4,097","3,480","4,401","2,786","1,129",31.1,-,"49,175","20,578","46,516","43,649","40,221","10,291","8,316","67,094","30,803","20,548","3,510","36,291","25,968","4,806","67,094","65,515","26,121","31,425",132,"2,348",90,"5,399","1,579","26,960","32,786",403,"2,622",181,"5,840","67,094","17,688","49,406","16,075","29,701",-,"2,320",90
0,11692,"20,991","1,430","1,836","1,736","1,499","1,247","2,939","2,421","2,830","1,419","1,068","1,588",642,336,34.2,-,"15,989","5,924","15,067","14,146","13,243","3,221","2,566","20,991","9,755","6,506","1,109","11,236","8,561","1,457","20,991","20,567","4,745","12,782",154,"1,199",-,"1,687",424,"4,976","12,998",202,"1,309",23,"1,907","20,991","5,122","15,869","2,093","11,961",40,"1,199",-
0,11693,"12,919",999,832,643,606,915,"1,664","1,619","2,242",914,896,"1,027",447,115,39.5,-,"10,445","2,831","10,088","9,519","8,924","2,169","1,589","12,919","6,308","4,834",594,"6,611","5,254",995,"12,919","12,220","8,174","2,571",-,521,-,954,699,"8,589","2,914",107,628,-,"1,403","12,919","3,810","9,109","6,065","2,075",-,521,-
0,11694,"21,354","1,389",903,"1,226",937,830,"2,231","2,221","3,446","2,181","1,622","2,470","1,123",775,48.5,-,"17,836","4,192","17,162","16,641","16,069","5,371","4,368","21,354","10,932","8,765","1,968","10,422","8,397","2,400","21,354","21,109","17,362","1,449",214,742,-,"1,342",245,"17,571","1,522",387,794,-,"1,342","21,354","3,183","18,171","15,589","1,283",143,742,-
0,11697,"3,540",224,192,246,176,201,259,300,491,259,293,453,296,150,49.1,-,"2,878",771,"2,769","2,665","2,501","1,067",899,"3,540","1,699","1,404",428,"1,841","1,365",471,"3,540","3,540","3,378",21,-,20,-,121,-,"3,378",21,-,20,-,121,"3,540",229,"3,311","3,243",21,-,20,-
